Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Eccentricity,Nucleus Compactness,Nucleus Texture Variance
A13318152,0.017807762,17008,0.444695087,1.11881511,0.395322145
A13318152,0.017799573,11762,0.454152854,1.173076307,0.27755072
A13318152,0.012777377,21792,0.535265511,1.417366011,0.273586553
A13318152,0.022335972,9945,0.547929091,1.162527777,3.848019066
A13318152,0.021007918,12548,0.676655004,1.211895358,1.439138271
A13318152,0.02010153,15919,0.553743297,1.124432264,1.264626481
A13318152,0.021243599,17358,0.791943646,1.282936706,1.273957024
A13318152,0.014180749,13107,0.754765607,1.279926686,0.505317749
A13318152,0.022970511,14186,0.763637045,1.286314673,2.254271709
A13318152,0.018653116,30475,0.822715415,2.01490355,0.952899783
A13318152,0.01691452,13227,0.668105069,1.309139312,0.882196448
A13318152,0.02033915,11668,0.652107969,1.241040372,1.716764892
A13318152,0.020459494,12981,0.533632739,1.165292204,1.342159497
A13318152,0.017587521,21683,0.877382166,2.119934487,1.030446902
A13318152,0.020390488,12018,0.722133746,1.173617142,1.164475666
A13318152,0.022123449,19598,0.55592674,1.208409341,2.045939328
A13318152,0.027191586,10286,0.242344209,1.189620011,10.39784222
A13318152,0.021467373,21068,0.647640514,1.224058228,1.77882758
A13318152,0.023864743,21807,0.666989108,1.43333663,2.734820721
A13318152,0.020476943,16051,0.560751811,1.145412983,1.299579289
A13318152,0.027963918,23330,0.178385425,1.309881833,25.29874732
A13318152,0.010509671,15024,0.646236932,2.33256293,0.255015213
A13318152,0.018678792,9982,0.636439712,1.197967046,0.626314799
A13318152,0.030469151,10939,0.482773549,1.154264091,20.53650414
A13318152,0.019678422,20051,0.29773746,1.462210167,1.094321834
A13318152,0.016009027,14915,0.697863257,1.33844183,0.45720627
A13318152,0.018153834,21024,0.622764727,1.142016615,0.833187471
A13318152,0.018362943,14829,0.562884179,1.14897538,0.707101161
A13318152,0.018357739,13823,0.653557909,1.276321537,1.532025245
A13318152,0.017132512,17799,0.721079165,1.376865851,0.479990059
A13318152,0.019299137,17866,0.674808718,1.172388535,0.686649513
A13318152,0.017832739,9812,0.473042242,1.213258083,8.552248656
A13318152,0.01024155,10167,0.55830722,1.310992199,0.34384604
A13318152,0.015420562,10692,0.622301891,1.306403287,1.040589476
A13318152,0.022365532,19370,0.658919792,1.20801056,1.474063869
A13318152,0.020305569,12472,0.774609818,1.241227198,1.133730297
A13318152,0.015737162,15455,0.672095376,1.283875618,0.444066733
A13318152,0.022242819,20369,0.809549062,1.261827212,1.002233796
A13318152,0.023065492,13278,0.457288781,1.124188265,1.372956775
A13318152,0.021237313,14786,0.802420852,1.250429621,0.881515847
A13318152,0.024432034,9836,0.743339993,1.240440683,2.240123448
A13318152,0.02503842,8276,0.71605392,1.195692209,3.649101649
A13318152,0.018793215,13656,0.702926258,1.251053941,0.77973834
A13318152,0.024570183,13851,0.243187675,1.239150126,14.49410481
A13318152,0.02186169,11588,0.444909333,1.212721298,6.52186769
A13318152,0.017473036,10752,0.694381187,1.270574171,0.758116377
A13318152,0.014303995,16838,0.673065187,1.180240462,0.35880838
A13318152,0.015404404,18883,0.644513413,1.189719387,0.3418325
A13318152,0.014926109,8580,0.675491879,1.35799732,2.025086338
A13318152,0.018922113,20946,0.720890138,1.218625448,0.680735621
A13318152,0.013910601,23425,0.689846471,1.445005601,0.398989606
A13318152,0.022787733,28737,0.618296558,1.448148842,9.504259682
A13318152,0.024611305,16270,0.266196794,1.190514867,5.668656279
A13318152,0.015662629,14895,0.883785965,1.496687178,0.264626044
A13318152,0.013708895,13978,0.842207184,1.644680838,0.501948611
A13318152,0.014224648,9650,0.817004341,1.301690811,0.237866859
A13318152,0.01788073,8295,0.444798809,1.214792847,3.987913238
A13318152,0.011620648,12591,0.642883037,1.457403589,0.228460597
A13318152,0.0227208,12232,0.658778732,1.136323233,0.692536685
A13318152,0.021277752,13574,0.572656308,1.14318516,0.607866086
A13318152,0.022168922,20888,0.889602811,1.865140151,1.172660202
A13318152,0.020683431,10716,0.481734828,1.248509747,1.809084896
A13318152,0.024627949,15664,0.516718225,1.156122444,0.796427824
A13318152,0.022811089,20675,0.886949072,1.869690847,2.017262556
A13318152,0.020381433,13709,0.85304763,1.418143538,0.509464023
A13318152,0.024007661,19155,0.845138516,1.768758072,1.07532056
A13318152,0.020802667,12112,0.798022976,1.247985533,0.733967567
A13318152,0.023352088,15841,0.627293938,1.184235017,0.692368923
A13318152,0.019864437,24261,0.79581406,2.088429963,0.468896786
A13318152,0.023640082,17407,0.728520637,1.454122785,1.796963931
A13318152,0.022129285,11616,0.663356614,1.156531906,0.561861461
A13318152,0.02029008,24407,0.914276527,1.897378045,1.583299933
A13318152,0.018532494,17724,0.835532307,1.601969088,0.416658376
A13318152,0.023520082,15037,0.506851717,1.11308885,0.542456591
A13318152,0.020896823,10958,0.767994428,1.24170825,0.459957695
A13318152,0.03224661,10854,0.715651917,1.291380476,11.78748594
A13318152,0.015699013,17721,0.62972079,1.171018618,0.207325746
A13318152,0.023753921,16911,0.648682009,1.192883452,0.844922439
A13318152,0.019274486,12288,0.715794041,1.22303752,1.425761508
A13318152,0.021431131,18416,0.453604326,1.121661157,0.606933879
A13318152,0.018185371,13072,0.767057951,1.213828326,0.333970296
A13318152,0.018226927,13137,0.598312321,1.179155418,0.49815903
A13318152,0.022295978,8524,0.701765381,1.175051396,0.659955969
A13318152,0.018491247,13502,0.78725738,1.226009687,0.425715022
A13318152,0.017016464,17384,0.84238127,1.3823616,0.470246532
A13318152,0.014860895,15391,0.610021915,1.137983728,0.255853225
A13318152,0.014950245,16158,0.721111675,1.216723003,0.283343357
A13318152,0.021292967,13878,0.311660251,1.135500574,0.64444833
A13318152,0.019590934,16135,0.728882632,1.163901748,0.485472831
A13318152,0.023326578,15306,0.463246943,1.132497351,0.817012896
A13318152,0.015017109,11432,0.734873292,1.343630231,0.270916947
A13318152,0.01382345,16831,0.757826307,1.233626906,0.270457744
A13318152,0.014241777,9440,0.953978161,2.616477615,0.261268156
A13318152,0.013635607,11104,0.687955775,1.245348897,0.280798391
A13318152,0.019034335,13497,0.763735959,1.334363004,0.710101094
A13318152,0.020291837,10402,0.655347558,1.14791147,0.620461568
A13318152,0.020845748,11404,0.778518105,1.22293418,0.601324686
A13318152,0.02103839,15367,0.461423304,1.147419762,0.949389263
A13318152,0.020651769,12345,0.70766147,1.18100181,1.080323508
A13318152,0.016230747,10619,0.598529534,1.28222947,0.635016579
A13318152,0.020544825,14685,0.677683729,1.152658414,0.584293152
A13318152,0.020505598,11695,0.669866392,1.158236292,0.878979159
A13318152,0.031303377,9271,0.451154868,1.120855624,12.56829636
A13318152,0.014103551,11979,0.743075542,1.476498493,0.627441391
A13318152,0.020455141,13433,0.710318007,1.218597487,0.654197076
A13318152,0.021396601,15175,0.776011439,1.239405698,0.7454767
A13318152,0.022006888,11889,0.72885043,1.174639429,1.450455369
A13318152,0.026114014,11220,0.629056743,1.124788236,1.41354706
A13318152,0.026409408,16643,0.802542977,1.266272902,3.019065915
A13318152,0.020317054,17715,0.588350329,1.155993402,0.880608362
A13318152,0.019223161,8433,0.677933874,1.154019847,0.323930247
A13318152,0.019274364,10947,0.852431905,1.324907751,0.48658927
A13318152,0.023083957,14394,0.68745468,1.173700103,1.408389343
A13318152,0.024370143,8670,0.466613485,1.155918555,2.850763543
A13318152,0.030377519,10268,0.376857683,1.179936318,11.76445848
A13318152,0.021256193,13788,0.71563754,1.205383487,0.786325096
A13318152,0.021031068,11662,0.530200812,1.143492111,1.101980176
A13318152,0.01929668,11803,0.750034822,1.262429956,0.403372845
A13318152,0.017435933,11160,0.787870089,1.2510182,0.506278239
A13318152,0.020386115,14622,0.576009902,1.142968116,0.630874855
A13318152,0.024053617,8920,0.642813002,1.660601339,2.794744154
A13318152,0.016726238,9364,0.741310745,1.232166655,0.437379118
A13318152,0.022321852,7996,0.273888703,1.154768069,4.106921155
A13318152,0.016861356,17881,0.641710266,1.171405042,0.408685637
A13318152,0.013395863,22719,0.733738775,1.198643844,0.399024777
A13318152,0.018734071,14104,0.751056455,1.590112023,0.438471055
A13318152,0.024105976,10117,0.692035491,1.207119642,1.228129452
A13318152,0.02546568,9571,0.705689489,1.252540556,0.721459748
A13318152,0.024084786,21307,0.83520252,1.779590434,0.671575251
A13318152,0.023078122,15927,0.531313704,1.125691787,0.697144075
A13318152,0.02419083,13272,0.729458209,1.374560973,0.853143571
A13318152,0.023080234,12266,0.668609593,1.172951417,0.666953189
A13318152,0.025224919,12030,0.712581488,1.2144394,0.795294744
A13318152,0.023245672,20919,0.664116457,1.706910307,0.841638124
A13318152,0.020824816,18250,0.53086292,1.194653602,0.531185642
A13318152,0.024381879,10678,0.821875795,1.550134023,0.674636724
A13318152,0.02531435,14126,0.486427479,1.12367844,0.868896191
A13318152,0.02638848,13779,0.532731369,1.133703316,0.966795295
A13318152,0.017750611,13936,0.667093138,1.139723482,0.341036456
A13318152,0.027072972,12753,0.730489561,1.250631685,1.070814344
A13318152,0.026119295,11927,0.414922015,1.115114922,1.033807804
A13318152,0.02658567,11896,0.768504058,1.231141584,0.801438365
A13318152,0.02763715,14047,0.7651961,1.216230698,0.889645551
A13318152,0.01674477,11249,0.717788342,1.224415193,0.267164763
A13318152,0.029346691,12106,0.667646459,1.139614798,1.614470773
A13318152,0.027213132,14156,0.709737454,1.208654056,0.714570591
A13318152,0.029938087,14061,0.643100475,1.187311506,1.834646474
A13318152,0.022508159,18214,0.648817698,1.224614605,0.752617546
A13318152,0.028023713,10335,0.678690534,1.249390201,3.542679849
A13318152,0.023408192,13459,0.804334047,1.424598727,0.432628082
A13318152,0.023586165,11651,0.678511796,1.246509891,0.930017332
A13318152,0.027663888,12550,0.77934484,1.243265141,0.956395932
A13318152,0.023503713,11860,0.774594048,1.387001495,0.738581346
A13318152,0.02693771,23030,0.721954025,1.430899638,1.330651684
A13318152,0.021584066,16428,0.767429993,1.199832026,0.546631504
A13318152,0.026118899,17249,0.507277647,1.185893576,0.903948938
A13318152,0.023523478,9595,0.585281169,1.241876307,0.54391672
A13318152,0.022909318,8654,0.761360515,1.362421728,0.537014359
A13318152,0.022528162,23829,0.731932437,1.980932617,0.733216552
A13318152,0.02361834,9729,0.802931309,1.259017334,0.414119523
A13318152,0.024539254,9482,0.838827504,1.276702229,0.6994738
A13318152,0.022184755,12868,0.616068566,1.245488369,0.479038361
A13318152,0.022906741,14385,0.400471932,1.143541031,0.592451611
A13318152,0.021848085,21194,0.604466861,1.16931801,0.782328687
A13318152,0.023592759,16449,0.704087072,1.268072738,0.754546451
A13318152,0.026749235,8212,0.763144048,1.341346403,3.70246196
A13318152,0.021469953,12260,0.755043831,1.195148723,0.752929956
A13318152,0.015937737,14347,0.796869451,1.506175271,0.251513592
A13318152,0.01979378,11203,0.837505514,1.324593028,0.365669487
A13318152,0.020985638,15898,0.498897826,1.13100868,0.510465466
A13318152,0.02417621,15090,0.724781041,1.223071906,0.591089505
A13318152,0.018787308,9870,0.622150072,1.130981778,0.780979242
A13318152,0.018673056,12451,0.663478494,1.173148114,0.541704827
A13318152,0.023124244,10856,0.630080876,1.407384765,3.731608702
A13318152,0.017473181,13648,0.52559239,1.154420329,0.376166681
A13318152,0.018016481,10579,0.668859287,1.166815757,0.540351984
A13318152,0.019382634,12655,0.727155485,1.174024686,0.651058761
A13318152,0.02142333,12364,0.602774439,1.1487712,0.760801009
A13318152,0.017953413,9818,0.692778999,1.18844902,0.46447123
A13318152,0.019029546,12294,0.668559729,2.026479126,0.591765668
A13318152,0.020115662,20545,0.52948157,1.134427823,0.716838618
A13318152,0.018762554,16404,0.473932441,1.186721267,0.509708207
A13318152,0.018537424,14994,0.616990843,1.16349313,0.531260494
A13318152,0.025570998,14577,0.609632136,1.157239832,0.692582897
A13318152,0.025623066,15535,0.637320576,1.161964704,0.810535403
A13318152,0.024958576,30573,0.820954097,1.5604492,0.851829351
A13318152,0.020781418,12170,0.735084679,1.175698213,0.332509506
A13318152,0.02182566,24135,0.65119647,1.296154954,0.519274415
A13318152,0.023195432,11732,0.651300876,1.196453356,0.52468683
A13318152,0.022792037,20719,0.595915824,1.149982086,0.632898836
A13318152,0.029052513,28272,0.876926723,1.487934439,1.552290781
A13318152,0.024163072,16533,0.496661195,1.162885002,0.596016547
A13318152,0.024225434,26910,0.82240347,1.621823126,0.495810355
A13318152,0.020529307,10716,0.279529035,1.117887935,0.404360091
A13318152,0.024961383,17277,0.627233695,1.163966738,0.640161945
A13318152,0.024680057,14760,0.663281487,1.152134107,0.769241318
A13318152,0.025431416,26775,0.736013018,1.634978234,0.880701788
A13318152,0.016370149,16881,0.410700467,1.384884109,0.667967949
A13318152,0.025272652,12935,0.570005066,1.150122766,0.739889088
A13318152,0.021702468,10326,0.7758747,1.261413782,1.698698652
A13318152,0.024386186,8769,0.847456755,1.310340516,1.074658261
A13318152,0.021363815,9326,0.846465715,1.92524396,0.27287113
A13318152,0.028313662,19735,0.578205224,1.136960743,1.049404057
A13318152,0.024245964,15595,0.470549615,1.125222772,0.44469732
A13318152,0.018270019,13317,0.802468972,1.230979457,0.443796801
A13318152,0.023378151,14876,0.743187151,1.346840593,0.57036915
A13318152,0.017022916,11629,0.82290516,1.279041476,0.43133181
A13318152,0.021069345,16714,0.867030669,1.572508509,0.961541723
A13318152,0.027409644,17874,0.425532465,1.133872795,0.913381155
A13318152,0.024918639,15030,0.667048307,1.191506656,1.016557302
A13318152,0.018594597,15714,0.878856305,1.408831229,0.403713415
A13318152,0.02049418,13485,0.891640607,2.125829099,0.2232532
A13318152,0.024889285,16307,0.646497871,1.146077325,1.099312593
A13318152,0.024583109,14999,0.618704229,1.227200264,0.860108515
A13318152,0.02303123,15725,0.478474435,1.141118059,0.545845762
A13318152,0.019876117,17979,0.538422431,1.293841823,0.477118743
A13318152,0.018702443,12405,0.697150483,1.212855457,0.349398383
A13318152,0.020811831,16166,0.583148393,1.134297797,0.624591959
A13318152,0.021648497,16057,0.695241243,1.173748774,0.758575767
A13318152,0.021750214,28782,0.860979554,1.700206159,0.489001795
A13318152,0.019440024,16011,0.683355827,1.227191804,0.266885155
A13318152,0.017413996,11826,0.557126834,1.132432884,0.384389461
A13318152,0.019043759,10072,0.501329156,1.166440797,0.415931252
A13318152,0.016796865,16271,0.633923659,1.237909824,0.3097871
A13318152,0.017620509,12133,0.741213032,1.176912958,0.295495644
A13318152,0.016308737,13049,0.677446211,1.159975668,0.360144998
A13318152,0.022397915,8975,0.71377217,1.265870822,0.612116051
A13318152,0.020857147,12210,0.548299671,1.174856192,0.548670899
A13318152,0.018592438,14814,0.748125593,1.269698645,0.500657525
A13318152,0.024085897,12152,0.649550233,1.162338787,0.632528328
A13318152,0.021195977,8323,0.853438451,1.38159,0.454840887
A13318152,0.018590054,11802,0.637335397,1.20992077,0.319305619
A13318152,0.023815131,10625,0.763402884,1.214431712,0.534722488
A13318152,0.024019461,8903,0.484437155,1.14148885,1.022807236
A13318152,0.021087501,15744,0.868326708,2.508925936,0.325470803
A13318152,0.016480694,12506,0.759199341,1.460845317,0.266672004
A13318152,0.020306078,10329,0.792223465,1.251622445,0.531749268
A13318152,0.01989816,9453,0.640125495,1.171340521,0.320382539
A13318152,0.023255499,12955,0.758500523,1.227588243,0.65359556
A13318152,0.025375291,14453,0.701472294,1.186597119,0.767714485
A13318152,0.022554651,8779,0.480596837,1.172458216,0.518199347
A13318152,0.024846311,20116,0.729817712,1.209252773,0.879125295
A13318152,0.022588146,9136,0.632264958,1.474970962,0.639486487
A13318152,0.018912174,8676,0.805760751,1.337368514,0.334126338
A13318152,0.023071638,10268,0.767880564,1.223708551,0.564331807
A13318152,0.026879905,8410,0.634843271,1.193284544,0.999783023
A13318152,0.022809509,11156,0.672793156,1.145166676,0.764998902
A13318152,0.028939696,14184,0.664930317,1.172975216,2.03027971
A13318152,0.020299294,15455,0.926384019,2.266826995,0.634732575
A13318152,0.025570497,9849,0.832431893,1.579733198,0.884445232
A13318152,0.01866261,12491,0.556811036,1.239242268,0.349182052
A13318152,0.018259822,9277,0.644001715,1.823007149,0.370252475
A13318152,0.024516767,11942,0.638796154,1.228698895,0.935117512
A13318152,0.02287981,16387,0.690781918,1.193386472,0.584700472
A13318152,0.016281283,14225,0.608625051,1.58478574,0.303981251
A13318152,0.018412204,11027,0.72751302,1.392451202,0.383750407
A13318152,0.023358852,15384,0.795234617,1.251060433,0.857030669
A13318152,0.026294702,8210,0.745813956,1.341673162,2.346154257
A13318152,0.021553134,17068,0.555510752,1.136353146,0.970867342
A13318152,0.016079489,10334,0.560696896,2.542768036,0.100761599
A13318152,0.019389177,17356,0.668132633,1.211212995,0.421164125
A13318152,0.019993687,13173,0.558459365,1.144695502,0.52545763
A13318152,0.025231152,15668,0.721864811,1.195413924,1.39210003
A13318152,0.019156205,15610,0.644709299,1.390007562,0.374086223
A13318152,0.023167545,18453,0.887724774,1.679461929,0.753917407
A13318152,0.022373079,10881,0.578691832,1.352228695,0.541485929
A13318152,0.022522071,11246,0.678431223,1.214762003,0.706962253
A13318152,0.021719196,12005,0.678812642,1.290342751,0.493260732
A13318152,0.023820143,15240,0.662903839,1.161757622,0.6703164
A13318152,0.017065121,17986,0.60430515,1.165022848,0.296723616
A13318152,0.02321651,15298,0.629527446,1.218716759,0.596613514
A13318152,0.021388622,12805,0.701904063,1.151836355,0.582286475
A13318152,0.018805509,9642,0.688513572,1.290807481,0.653723101
A13318152,0.02096574,18187,0.350008231,1.129803881,0.506664607
A13318152,0.020306437,9776,0.514664782,1.132029048,0.482247799
A13318152,0.018750607,11677,0.59378942,1.174843545,0.472329191
A13318152,0.019545384,10157,0.549113481,1.247419609,0.588383709
A13318152,0.019833446,12471,0.690512,1.340487443,0.482437237
A13318152,0.017243874,10874,0.712462316,1.213204907,0.331482219
A13318152,0.021224895,7885,0.702107742,2.104557435,0.320768076
A13318152,0.024248464,21389,0.873087343,1.912710112,0.78138664
A13318152,0.025175549,19602,0.794487878,1.588403039,1.311133555
A13318152,0.028097376,13569,0.758951141,1.357499599,1.580078117
A13318152,0.029534351,8990,0.635156688,1.243299042,5.585169345
A13318152,0.022909677,12555,0.484095604,1.128159834,0.548677251
A13318152,0.021987614,14780,0.707502558,1.182577265,1.047835308
A13318152,0.022360829,9685,0.669378399,1.276092718,0.416357073
A13318152,0.03050952,16047,0.587092373,1.148972521,1.786717093
A13318152,0.022921384,13609,0.796212642,1.865367207,0.418239055
A13318152,0.024217517,11917,0.592093854,1.148493634,0.570257486
A13318152,0.021594088,9557,0.553487828,1.12966563,0.399317266
A13318152,0.023744626,16390,0.700829173,1.160326235,0.530406313
A13318152,0.028767031,15920,0.54995595,1.264993559,1.468370089
A13318152,0.029347948,20534,0.752208398,1.185141284,1.890031757
A13318152,0.019840881,9304,0.805260497,1.369104835,0.313686525
A13318152,0.028624159,17171,0.684696208,1.299493326,1.656338449
A13318152,0.031381583,13217,0.528538868,1.205736165,1.785677169
A13318152,0.022451698,14200,0.68772135,1.201434357,0.734810304
A13318152,0.025800682,12318,0.664489025,1.169104424,0.696479916
A13318152,0.02250577,16154,0.680179116,1.187819319,0.46583851
A13318152,0.022994492,10895,0.515787296,1.135766997,0.556619569
A13318152,0.023915592,10386,0.845075755,1.345806191,0.679377251
A13318152,0.02909001,17922,0.657384079,1.153033276,0.881646389
A13318152,0.021073394,11414,0.583132968,1.133209773,0.465331665
A13318152,0.024892647,10417,0.778303866,1.212358094,0.644344538
A13318152,0.021324071,19334,0.5869875,1.143920717,0.627446425
A13318152,0.0231549,10112,0.725074943,1.163650846,0.528262519
A13318152,0.021311531,9590,0.548160469,1.147365734,0.589812501
A13318152,0.022014652,9333,0.640033083,1.254308448,0.665153706
A13318152,0.021179219,9917,0.700922069,1.396426894,0.954047163
A13318152,0.018561082,14046,0.81055891,1.279910767,0.256244046
A13318152,0.020818828,11384,0.441630319,1.140067623,0.818956775
A13318152,0.025382164,10281,0.518595162,1.116796189,0.898206217
A13318152,0.021722064,19475,0.885875971,1.861661501,0.652631135
A13318152,0.023984856,11156,0.858618467,1.372312995,0.832722826
A13318152,0.017688913,20656,0.60516031,1.18306512,0.461305944
A13318152,0.025538221,13406,0.173833921,1.117503749,0.87879152
A13318152,0.023562952,22264,0.586048636,1.247758994,0.998496645
A13318152,0.030862523,12373,0.640644011,1.162030625,1.555573818
A13318152,0.015899782,14234,0.644124339,1.295318396,0.251241769
A13318152,0.015142621,10275,0.62106045,1.175239438,0.251821641
A13318152,0.025257544,10815,0.782585787,1.218868618,0.696829092
A13318152,0.02260555,12652,0.761794971,1.283813812,0.780523165
A13318152,0.02527028,10800,0.638074738,1.226493361,0.415344831
A13318152,0.023033538,15728,0.539244554,1.484298575,0.361914727
A13318152,0.026995474,15729,0.737751236,1.223533857,0.634001112
A13318152,0.029857114,9283,0.631297733,1.182218732,1.826722958
A13318152,0.018538113,11567,0.623500499,1.189365013,0.292009252
A13318152,0.019536669,13573,0.786414098,1.305227887,0.42364267
A13318152,0.028157972,21356,0.811034452,1.380364034,1.297968301
A13318152,0.021720964,10689,0.766329306,1.245386397,0.346020103
A13318152,0.029194968,27355,0.235537036,1.493287644,1.024800203
A13318152,0.01804377,8231,0.749083087,2.135740008,0.31567052
A13318152,0.027074651,12347,0.652397211,1.13871687,0.831914136
A13318152,0.020113542,9809,0.692921681,1.158241475,0.47604948
A13318152,0.020978351,9148,0.853573312,1.66190626,0.248865296
A13318152,0.02710658,10716,0.730957635,1.178284331,0.720626411
A13318152,0.027860533,12897,0.76734344,1.358385965,1.084394341
A13318152,0.026054166,8854,0.747534593,1.226852895,0.780431856
A13318152,0.020403707,13281,0.690929619,1.256491324,0.334233797
A13318152,0.029402948,17209,0.457413052,1.141108076,1.083311325
A13318152,0.025479268,13401,0.760975433,1.228050981,0.576495896
A13318152,0.024515337,9105,0.585292859,1.1891406,0.340550755
A13318152,0.024896817,10320,0.733534005,1.230448747,0.701942853
A13318152,0.024702371,8429,0.834002737,1.394108158,0.411765419
A13318152,0.026512605,13515,0.770010659,1.214111951,0.749271648
A13318152,0.025553171,13200,0.763033113,1.239330433,0.634484165
A13318152,0.02617852,9440,0.653799678,1.152465852,0.932507503
A13318152,0.023618774,11711,0.653925906,1.45946589,0.61992088
A13318152,0.02488757,13759,0.720505439,1.219053496,0.726758174
A13318152,0.023974293,14748,0.725989985,1.200002841,0.558938502
A13318152,0.025099537,9227,0.458521557,1.114650104,0.788024516
A13318152,0.026132181,12737,0.715718897,1.181467619,0.749505059
A13318152,0.026436347,16287,0.48869396,1.128148347,1.182975567
A13318152,0.030810209,14376,0.646784075,1.137149601,1.282120237
A13318152,0.020555671,24442,0.915029207,1.936835541,0.904271637
A13318152,0.02729507,12587,0.419048016,1.141194065,1.078502588
A13318152,0.029623599,10765,0.789053016,1.242826795,0.964564504
A13318152,0.022981495,12907,0.810848848,1.254166362,0.549996382
A13318152,0.022450228,12264,0.592723332,1.144552411,0.500982007
A13318152,0.024691614,12762,0.620391535,1.14661619,0.648415194
A13318152,0.026476281,11725,0.671590192,1.215316858,0.632674644
A13318152,0.027635898,8090,0.7356209,1.240073641,0.850794885
A13318152,0.02633397,14458,0.654554584,1.158890051,0.648635708
A13318152,0.020460124,10206,0.632804694,1.490795247,0.481983056
A13318152,0.026889144,15106,0.674439057,1.306853586,0.955805759
A13318152,0.023042934,9099,0.430903876,1.255708541,0.510766273
A13318152,0.026924271,19518,0.706127565,1.744152998,0.66509496
A13318152,0.024829758,10565,0.763314945,1.20070561,0.829014518
A13318152,0.02732959,12328,0.668851319,1.277450675,0.833617577
A13318152,0.024434575,12078,0.582493105,1.149800059,0.734822773
A13318152,0.022893938,12264,0.671229415,1.244190401,0.601059538
A13318152,0.025680659,10928,0.745344824,1.197057299,0.803162035
A13318152,0.021762568,11558,0.704281634,1.152316867,0.434195187
A13318152,0.019891166,12571,0.741452821,1.225710485,0.338449127
A13318152,0.022330666,10135,0.592846045,1.162727314,0.580532071
A13318152,0.022135475,11574,0.827285067,1.29329254,0.449343695
A13318152,0.02445724,20595,0.706046303,1.376139453,0.889397656
A13318152,0.018225642,12871,0.722035566,1.28248159,0.459082181
A13318152,0.02074417,12542,0.730650508,1.199282243,0.372324006
A13318152,0.023629236,16944,0.611972315,1.19543365,0.789798715
A13318152,0.018886285,23274,0.868273136,1.803759502,0.45991225
A13318152,0.017890299,13146,0.851287507,1.414201834,0.357890232
A13318152,0.021807604,14101,0.487189612,1.137513121,0.654300365
A13318152,0.020907986,13185,0.492429599,1.127573651,0.707771076
A13318152,0.023129811,10888,0.637279907,1.726517204,0.494651798
A13318152,0.024289313,13772,0.489530737,1.139254467,0.814493821
A13318152,0.02359916,15684,0.682989644,1.235621318,0.480976738
A13318152,0.026416606,15780,0.51471315,1.156580031,0.79969577
A13318152,0.025897458,16216,0.626806723,1.144559944,0.958606239
A13318152,0.028309101,19918,0.793378604,1.273845727,1.165629777
A13318152,0.017912737,27533,0.752503528,1.234207219,0.366995335
A13318152,0.026353591,15058,0.694374547,1.153749887,1.058635442
A13318152,0.029065911,14299,0.789160107,1.305077047,0.969896078
A13318152,0.021856677,10586,0.669875417,1.14994731,0.503140555
A13318152,0.023663001,10326,0.671201822,1.143009402,0.509312344
A13318152,0.029354823,13133,0.601458524,1.161330043,0.837859623
A13318152,0.028231126,8862,0.558274853,1.133328594,0.93372374
A13318152,0.028312085,20260,0.619994083,1.149958721,0.983642306
A13318152,0.022040231,14416,0.579246855,1.126219922,0.763996246
A13318152,0.027646592,11172,0.575625497,1.137895189,0.668914928
A13318152,0.027728897,16698,0.775081342,1.23706503,1.490001353
A13318152,0.024873512,11144,0.735379926,1.183226674,0.705367412
A13318152,0.026485219,14853,0.519532288,1.131652498,0.934491126
A13318152,0.022655522,10294,0.550772726,1.646363078,0.361093164
A13318152,0.026026415,14706,0.476688867,1.118375182,0.88881642
A13318152,0.021130441,9133,0.5812117,1.186519621,0.343150063
A13318152,0.022234362,11890,0.753792979,1.229793138,0.288099546
A13318152,0.024839905,13524,0.777564083,1.239693442,0.660102785
A13318152,0.025392536,13538,0.683547291,1.210662309,0.62477647
A13318152,0.017206423,15639,0.738795919,1.500781048,0.400924347
A13318152,0.019037539,14033,0.712741928,1.225416955,0.423793483
A13318152,0.029598008,16724,0.619218796,1.141204354,1.628957887
A13318152,0.023482663,8257,0.780754179,1.238590703,0.745698279
A13318152,0.022279714,11001,0.767055515,2.032814801,0.447724042
A13318152,0.022026374,21749,0.835110181,1.746682146,0.966811118
A13318152,0.026577697,15136,0.794407976,1.254694641,0.853916998
A13318152,0.020985223,9731,0.555421438,1.153090055,0.466356758
A13318152,0.02153121,13328,0.792448527,1.464417406,0.495976175
A13318152,0.022842371,13549,0.834519756,1.317298051,0.531938665
A13318152,0.023500218,14047,0.722020556,1.185456805,0.666435082
A13318152,0.021904249,14095,0.706829808,1.192510433,0.603960028
A13318152,0.021692624,20371,0.683751652,1.186610846,1.115284304
A13318152,0.02408787,16786,0.75803508,1.190886626,0.619708981
A13318152,0.016585801,7956,0.647888084,1.157953384,0.359177741
A13318152,0.022418188,12587,0.782542612,1.339613973,0.439782287
A13318152,0.026290842,20848,0.670460448,1.156328174,0.694612902
A13318152,0.022722044,17518,0.604379935,1.141503888,0.552981267
A13318152,0.0218081,11025,0.700142073,1.228024919,0.489194566
A13318152,0.015987854,16145,0.409959095,1.141718925,0.298998255
A13318152,0.022633587,9198,0.595214344,1.41511287,0.562309268
A13318152,0.024904849,17861,0.598775321,1.166070631,0.682674829
A13318152,0.024427397,20828,0.831757263,1.591327648,0.831410186
A13318152,0.015347292,12758,0.544766098,1.135231663,0.247665945
A13318152,0.0222505,15341,0.57055537,1.145728311,0.541771748
